date,time,weekday,device,co,humidity,light,lpg,motion,smoke,temp,total_gas
2020-07-12,00:18:02.732848,Sunday,Sensor A,0.0028400886071015,62.29999923706055,False,0.005114383400977,False,0.0132748367048515,19.5,0.02122930871293
2020-07-12,01:43:53.512034,Sunday,Sensor A,0.0023499471250725,25.100000381469727,False,0.0044593962622784,False,0.0114671100131212,19.700000762939453,0.018276453400472
2020-07-12,04:25:14.292714,Sunday,Sensor A,0.0026125893477881,24.299999237060547,False,0.0048146210446623,False,0.0124454191086939,19.700000762939453,0.0198726295011443
2020-07-12,04:34:35.140540,Sunday,Sensor A,0.0027464639649043,62.79999923706055,False,0.0049918551404388,False,0.0129353991942072,19.399999618530277,0.0206737182995503
2020-07-12,04:49:41.266468,Sunday,Sensor A,0.0026125893477881,62.900001525878906,False,0.0048146210446623,False,0.0124454191086939,19.600000381469727,0.0198726295011443
2020-07-12,04:53:01.227532,Sunday,Sensor A,0.0026563642321795,25.100000381469727,False,0.0048728443183326,False,0.0126062492917692,19.700000762939453,0.0201354578422813
2020-07-12,06:11:58.119773,Sunday,Sensor A,0.0026125893477881,63.5,False,0.0048146210446623,False,0.0124454191086939,19.700000762939453,0.0198726295011443
2020-07-12,06:49:39.420505,Sunday,Sensor A,0.0026125893477881,62.900001525878906,False,0.0048146210446623,False,0.0124454191086939,19.399999618530277,0.0198726295011443
2020-07-12,07:36:13.915004,Sunday,Sensor A,0.0027009829693593,62.59999847412109,False,0.0049319175017362,False,0.0127695611381079,19.5,0.0204024616092034
2020-07-12,08:01:13.746614,Sunday,Sensor A,0.0028400886071015,24.0,False,0.005114383400977,False,0.0132748367048515,19.299999237060547,0.02122930871293
2020-07-12,08:13:43.580900,Sunday,Sensor A,0.0028400886071015,62.59999847412109,False,0.005114383400977,False,0.0132748367048515,19.5,0.02122930871293
2020-07-12,09:19:28.812377,Sunday,Sensor A,0.0025559100369401,23.899999618530277,False,0.0047388314128738,False,0.0122362641708158,19.299999237060547,0.0195310056206296
2020-07-12,09:33:16.346248,Sunday,Sensor A,0.0028400886071015,24.200000762939453,False,0.005114383400977,False,0.0132748367048515,19.5,0.02122930871293
2020-07-12,10:46:23.713641,Sunday,Sensor A,0.0029050147565559,63.0,False,0.0051986974792943,False,0.0135087333295562,19.700000762939453,0.0216124455654064
2020-07-12,11:15:54.884983,Sunday,Sensor A,0.0029801329789413,24.100000381469727,False,0.0052955996692959,False,0.0137778701740902,19.5,0.0220536028223274
2020-07-12,11:53:36.332726,Sunday,Sensor A,0.0030056245436318,24.299999237060547,False,0.0053283295825439,False,0.0138688506699186,19.399999618530277,0.0222028047960943
2020-07-12,13:26:18.877917,Sunday,Sensor A,0.0030056245436318,61.5,True,0.0053283295825439,False,0.0138688506699186,19.5,0.0222028047960943
2020-07-12,13:46:31.525351,Sunday,Sensor A,0.0030056245436318,21.600000381469727,True,0.0053283295825439,False,0.0138688506699186,19.299999237060547,0.0222028047960943
2020-07-12,14:18:47.607561,Sunday,Sensor A,0.0030314922500513,61.0,True,0.0053614640498406,False,0.0139609945397645,19.299999237060547,0.0223539508396563
